complaint_id,category,amount_inr,hour_of_day,mule_hops,lead_time_minutes,nearest_cluster,station,officer,phone,lat,lng,hist_density,predicted_risk_score
NCRP-2026-10261,UPI / QR Code Scam,209915,7,2,63,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.6128,77.08028,67.94,62.2
NCRP-2026-10262,UPI / QR Code Scam,48697,8,2,35,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50515,77.08231,68.79,50.3
NCRP-2026-10263,Part-Time Job / Task Fraud,44717,20,4,39,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.55794,77.32748,78.74,41.6
NCRP-2026-10264,Loan App Extortion,109740,7,1,22,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64871,77.26485,90.35,64.0
NCRP-2026-10265,Loan App Extortion,25024,17,2,31,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49558,77.09215,65.35,42.4
NCRP-2026-10266,UPI / QR Code Scam,69917,10,2,26,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61532,77.09834,67.03,48.6
NCRP-2026-10267,Investment / Ponzi Fraud,56199,4,1,39,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.5753,77.32934,77.17,54.2
NCRP-2026-10268,Impersonation / Vishing,46147,15,1,21,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62648,77.28105,87.74,57.9
NCRP-2026-10269,Investment / Ponzi Fraud,42845,2,2,32,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.65837,77.26559,88.6,55.8
NCRP-2026-10270,UPI / QR Code Scam,36858,0,1,28,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64146,77.20137,78.18,55.9
NCRP-2026-10271,Impersonation / Vishing,38227,10,2,10,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62282,77.22237,78.95,52.9
NCRP-2026-10272,Investment / Ponzi Fraud,85789,9,3,13,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62999,77.22407,82.85,54.8
NCRP-2026-10273,Impersonation / Vishing,32655,14,3,17,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57154,77.32347,77.64,46.2
NCRP-2026-10274,Impersonation / Vishing,97087,1,3,11,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71068,77.12441,76.28,52.1
NCRP-2026-10275,Impersonation / Vishing,54632,21,2,17,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64485,77.23618,84.58,55.2
NCRP-2026-10276,Investment / Ponzi Fraud,77719,4,3,44,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63693,77.20751,82.95,50.6
NCRP-2026-10277,UPI / QR Code Scam,394641,3,4,20,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62863,77.21011,87.69,74.0
NCRP-2026-10278,UPI / QR Code Scam,11044,1,3,38,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64348,77.21266,82.42,43.4
NCRP-2026-10279,UPI / QR Code Scam,16959,4,1,77,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63266,77.22063,94.44,52.3
NCRP-2026-10280,UPI / QR Code Scam,15170,5,3,50,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56796,77.32297,81.7,43.8
NCRP-2026-10281,UPI / QR Code Scam,18558,16,2,35,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63553,77.26839,94.7,53.8
NCRP-2026-10282,Investment / Ponzi Fraud,34488,3,2,27,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64183,77.18961,83.82,51.5
NCRP-2026-10283,Investment / Ponzi Fraud,48906,20,2,40,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57325,77.34074,79.68,49.0
NCRP-2026-10284,Investment / Ponzi Fraud,92719,3,2,47,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49856,77.08708,65.76,48.9
NCRP-2026-10285,Investment / Ponzi Fraud,24218,7,1,11,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62212,77.08861,73.63,51.9
NCRP-2026-10286,Investment / Ponzi Fraud,115180,4,1,18,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.5699,77.33162,81.73,62.2
NCRP-2026-10287,Loan App Extortion,86823,6,2,22,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71722,77.11438,69.7,52.0
NCRP-2026-10288,UPI / QR Code Scam,206531,9,1,61,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62744,77.20335,79.55,67.2
NCRP-2026-10289,Part-Time Job / Task Fraud,56504,1,2,16,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62402,77.27759,83.98,54.1
NCRP-2026-10290,Investment / Ponzi Fraud,14829,11,2,29,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71523,77.11619,71.5,46.3
NCRP-2026-10291,UPI / QR Code Scam,65745,5,1,39,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.61826,77.23379,75.85,56.0
NCRP-2026-10292,UPI / QR Code Scam,21981,18,3,34,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64764,77.26948,82.69,45.8
NCRP-2026-10293,Part-Time Job / Task Fraud,147652,8,2,26,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61934,77.28963,89.99,63.7
NCRP-2026-10294,Investment / Ponzi Fraud,44461,21,1,33,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72107,77.10576,76.19,54.2
NCRP-2026-10295,Loan App Extortion,57504,8,1,21,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71603,77.11401,76.05,54.0
NCRP-2026-10296,UPI / QR Code Scam,25790,15,3,16,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62413,77.27178,80.49,46.7
NCRP-2026-10297,Investment / Ponzi Fraud,96575,12,3,33,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71916,77.11832,65.05,45.2
NCRP-2026-10298,Impersonation / Vishing,136767,5,3,44,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56932,77.32104,76.44,51.3
NCRP-2026-10299,Investment / Ponzi Fraud,59746,10,2,27,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71405,77.12633,80.09,52.9
NCRP-2026-10300,Loan App Extortion,11107,3,2,17,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49137,77.07531,58.28,38.8
NCRP-2026-10301,Loan App Extortion,63235,0,3,28,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62646,77.28885,83.98,49.8
NCRP-2026-10302,Impersonation / Vishing,67780,2,3,73,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71699,77.11602,67.06,44.1
NCRP-2026-10303,UPI / QR Code Scam,28393,22,4,14,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63535,77.22108,76.55,39.5
NCRP-2026-10304,UPI / QR Code Scam,46865,4,2,30,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.6277,77.22496,82.66,52.9
NCRP-2026-10305,Impersonation / Vishing,36474,13,2,22,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62746,77.26261,88.45,52.6
NCRP-2026-10306,Investment / Ponzi Fraud,15565,3,1,14,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64436,77.27162,82.49,54.0
NCRP-2026-10307,Investment / Ponzi Fraud,50695,14,3,35,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62588,77.2782,92.34,50.1
NCRP-2026-10308,UPI / QR Code Scam,112214,1,1,28,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63884,77.25621,91.03,65.8
NCRP-2026-10309,Impersonation / Vishing,16068,16,2,34,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57074,77.32608,80.15,48.6
NCRP-2026-10310,UPI / QR Code Scam,118411,10,2,67,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.63257,77.08055,75.66,55.1
NCRP-2026-10311,Impersonation / Vishing,21372,11,1,26,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.63049,77.09631,73.33,50.8
NCRP-2026-10312,Part-Time Job / Task Fraud,34536,7,1,27,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49282,77.0831,71.39,50.7
NCRP-2026-10313,Loan App Extortion,13849,1,2,20,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.47722,77.09103,63.69,42.4
NCRP-2026-10314,Investment / Ponzi Fraud,33067,19,1,25,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62599,77.21171,86.44,57.4
NCRP-2026-10315,UPI / QR Code Scam,15011,23,2,13,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61866,77.09937,77.59,48.5
NCRP-2026-10316,Investment / Ponzi Fraud,17560,4,1,58,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62522,77.08847,70.23,47.7
NCRP-2026-10317,Part-Time Job / Task Fraud,81088,2,2,31,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49136,77.09235,75.46,50.5
NCRP-2026-10318,Impersonation / Vishing,25800,7,2,24,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63928,77.29177,86.52,51.7
NCRP-2026-10319,Part-Time Job / Task Fraud,14004,1,1,28,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48396,77.07852,67.67,46.6
NCRP-2026-10320,Impersonation / Vishing,78962,0,2,37,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57515,77.3435,73.95,51.4
NCRP-2026-10321,UPI / QR Code Scam,94353,3,2,40,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57641,77.33279,80.79,53.1
NCRP-2026-10322,Impersonation / Vishing,11987,17,3,13,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.5736,77.31348,76.71,43.7
NCRP-2026-10323,Impersonation / Vishing,78917,0,2,42,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56544,77.3282,80.45,52.4
NCRP-2026-10324,Loan App Extortion,29143,2,1,53,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.55673,77.33111,75.61,47.6
NCRP-2026-10325,Impersonation / Vishing,81837,22,3,49,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72088,77.12533,83.08,50.9
NCRP-2026-10326,Investment / Ponzi Fraud,60850,18,2,17,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56547,77.32465,84.13,55.0
NCRP-2026-10327,Investment / Ponzi Fraud,58185,4,4,39,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61,77.07661,75.54,44.1
NCRP-2026-10328,UPI / QR Code Scam,109623,23,4,28,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.4917,77.09797,62.89,42.7
NCRP-2026-10329,Part-Time Job / Task Fraud,60521,3,2,13,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70996,77.11082,83.95,54.4
NCRP-2026-10330,Part-Time Job / Task Fraud,70138,11,2,38,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63458,77.28795,89.07,55.6
NCRP-2026-10331,Loan App Extortion,26218,3,1,22,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57273,77.31679,79.0,54.1
NCRP-2026-10332,Investment / Ponzi Fraud,56677,19,1,43,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62394,77.27611,94.57,57.1
NCRP-2026-10333,Impersonation / Vishing,26880,8,4,32,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50024,77.08307,68.3,37.7
NCRP-2026-10334,Part-Time Job / Task Fraud,195134,16,2,23,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62627,77.27573,90.63,68.7
NCRP-2026-10335,Impersonation / Vishing,41659,5,4,26,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62512,77.27166,84.92,47.0
NCRP-2026-10336,Part-Time Job / Task Fraud,26312,7,1,14,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62141,77.09164,74.34,52.6
NCRP-2026-10337,Part-Time Job / Task Fraud,13230,4,1,31,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64245,77.20759,83.15,51.8
NCRP-2026-10338,Loan App Extortion,18479,5,3,15,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62871,77.0998,67.5,38.7
NCRP-2026-10339,Part-Time Job / Task Fraud,28297,22,1,14,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57016,77.31934,68.71,50.0
NCRP-2026-10340,UPI / QR Code Scam,28834,22,3,14,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71976,77.11765,73.0,41.8
NCRP-2026-10341,Impersonation / Vishing,32424,2,3,34,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58078,77.3255,75.16,45.3
NCRP-2026-10342,Investment / Ponzi Fraud,76635,13,2,32,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49554,77.10026,61.93,48.3
NCRP-2026-10343,UPI / QR Code Scam,26331,2,1,20,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62007,77.27963,91.33,62.0
NCRP-2026-10344,Part-Time Job / Task Fraud,75367,4,1,15,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61946,77.09371,74.73,54.9
NCRP-2026-10345,UPI / QR Code Scam,58838,9,3,57,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58275,77.33022,80.76,46.6
NCRP-2026-10346,Impersonation / Vishing,23530,12,4,40,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56571,77.31858,78.73,38.5
NCRP-2026-10347,Part-Time Job / Task Fraud,18390,1,3,73,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58353,77.32435,78.48,37.5
NCRP-2026-10348,Loan App Extortion,11546,20,1,14,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62842,77.21976,84.61,55.5
NCRP-2026-10349,Loan App Extortion,11776,0,3,39,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56559,77.32601,81.03,44.0
NCRP-2026-10350,Investment / Ponzi Fraud,26498,11,2,21,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71789,77.10755,80.03,49.3
NCRP-2026-10351,Investment / Ponzi Fraud,107068,7,3,19,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71813,77.10328,74.34,51.6
NCRP-2026-10352,Loan App Extortion,31162,16,1,53,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56505,77.33196,84.81,52.9
NCRP-2026-10353,Investment / Ponzi Fraud,26537,12,1,47,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61479,77.09544,76.15,50.2
NCRP-2026-10354,Part-Time Job / Task Fraud,39241,0,1,28,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62667,77.21486,82.92,55.4
NCRP-2026-10355,Investment / Ponzi Fraud,18153,13,2,32,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49779,77.08032,70.9,44.1
NCRP-2026-10356,Part-Time Job / Task Fraud,12860,14,2,22,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49973,77.09509,70.3,44.4
NCRP-2026-10357,Loan App Extortion,68729,0,2,30,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49304,77.09425,68.31,48.4
NCRP-2026-10358,Part-Time Job / Task Fraud,47906,5,2,42,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62472,77.08324,77.49,50.1
NCRP-2026-10359,Part-Time Job / Task Fraud,76025,3,2,74,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56858,77.33172,78.88,47.1
NCRP-2026-10360,Investment / Ponzi Fraud,53002,22,2,30,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63052,77.21745,78.65,50.5
NCRP-2026-10361,Part-Time Job / Task Fraud,15449,12,2,33,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57419,77.34265,77.38,46.5
NCRP-2026-10362,Part-Time Job / Task Fraud,16148,11,2,15,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.6173,77.08444,72.89,46.0
NCRP-2026-10363,UPI / QR Code Scam,31602,7,1,29,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62115,77.09841,69.48,49.5
NCRP-2026-10364,Impersonation / Vishing,20085,7,3,22,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63256,77.22338,86.62,47.4
NCRP-2026-10365,Part-Time Job / Task Fraud,56025,14,2,14,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62926,77.27123,86.75,55.0
NCRP-2026-10366,Investment / Ponzi Fraud,45902,10,1,48,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62574,77.2106,87.38,55.4
NCRP-2026-10367,Part-Time Job / Task Fraud,57315,16,3,27,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57403,77.32942,80.12,48.1
NCRP-2026-10368,Investment / Ponzi Fraud,26984,7,1,14,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56357,77.32033,76.83,51.7
NCRP-2026-10369,Impersonation / Vishing,168644,12,3,27,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64554,77.21685,79.44,57.2
NCRP-2026-10370,Impersonation / Vishing,47888,4,3,14,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72762,77.11021,66.54,44.1
NCRP-2026-10371,Loan App Extortion,44705,9,3,90,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63243,77.27432,77.34,42.5
NCRP-2026-10372,Impersonation / Vishing,98155,10,4,26,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63162,77.28523,89.68,50.6
NCRP-2026-10373,UPI / QR Code Scam,17101,21,3,29,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61999,77.09809,70.65,36.4
NCRP-2026-10374,Part-Time Job / Task Fraud,13397,14,2,44,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56309,77.32101,77.97,45.8
NCRP-2026-10375,Investment / Ponzi Fraud,124121,13,2,49,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64237,77.27349,94.62,61.5
NCRP-2026-10376,UPI / QR Code Scam,26417,1,3,20,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62287,77.20954,81.58,48.0
NCRP-2026-10377,Loan App Extortion,156643,11,1,43,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63387,77.28268,83.8,64.7
NCRP-2026-10378,Loan App Extortion,71797,7,3,44,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48133,77.09223,59.49,41.5
NCRP-2026-10379,Part-Time Job / Task Fraud,29103,3,3,19,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56705,77.32146,81.37,50.3
NCRP-2026-10380,Impersonation / Vishing,69176,19,1,69,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62486,77.08683,69.57,50.1
NCRP-2026-10381,Impersonation / Vishing,36250,15,1,13,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63405,77.27085,92.32,60.5
NCRP-2026-10382,UPI / QR Code Scam,16511,18,2,15,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62687,77.20659,82.57,49.6
NCRP-2026-10383,Part-Time Job / Task Fraud,48302,21,2,22,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62137,77.27833,87.78,53.6
NCRP-2026-10384,Investment / Ponzi Fraud,45370,18,4,18,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56707,77.33593,71.86,42.2
NCRP-2026-10385,Investment / Ponzi Fraud,21252,20,2,31,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.61646,77.22586,87.88,53.4
NCRP-2026-10386,Investment / Ponzi Fraud,82485,1,2,19,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63276,77.26968,91.6,58.2
NCRP-2026-10387,Loan App Extortion,56209,15,1,67,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63511,77.22391,85.67,52.3
NCRP-2026-10388,Impersonation / Vishing,59085,8,2,42,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62537,77.2083,86.29,53.4
NCRP-2026-10389,Part-Time Job / Task Fraud,42555,1,2,54,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.633,77.27053,83.72,50.9
NCRP-2026-10390,Impersonation / Vishing,64506,13,2,17,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58609,77.32163,84.49,55.2
NCRP-2026-10391,Impersonation / Vishing,134607,11,1,49,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58641,77.31265,78.92,60.5
